Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
189;02-11-2020;09:34:00;14;-;Trovan Unique;0007A5D445;-;00000000;00000000;-;""
190;02-11-2020;09:34:00;13;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
191;02-11-2020;09:34:00;13;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
192;02-11-2020;09:34:00;14;-;Trovan Unique;0007A5D445;-;00000000;00000000;-;""
193;02-11-2020;09:34:00;13;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
194;02-11-2020;09:34:01;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
195;02-11-2020;09:34:01;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
196;02-11-2020;09:34:01;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
197;02-11-2020;09:34:18;12;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
198;02-11-2020;09:34:19;12;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
199;02-11-2020;09:34:19;12;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
200;02-11-2020;09:34:19;11;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
201;02-11-2020;09:34:19;11;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
202;02-11-2020;09:34:24;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
203;02-11-2020;09:34:25;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
204;02-11-2020;09:34:25;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
205;02-11-2020;09:34:26;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
206;02-11-2020;09:34:28;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
207;02-11-2020;09:34:29;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
208;02-11-2020;09:34:42;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
