Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
33275;03-11-2020;09:33:02;42;-;Trovan Unique;0007A5CFDD;-;00000000;00000000;-;""
33276;03-11-2020;09:33:02;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33277;03-11-2020;09:33:03;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33278;03-11-2020;09:33:03;42;-;Trovan Unique;0007A4B308;-;00000000;00000000;-;""
33279;03-11-2020;09:33:03;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33280;03-11-2020;09:33:04;42;-;Trovan Unique;0007E9D2EE;-;00000000;00000000;-;""
33281;03-11-2020;09:33:04;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33282;03-11-2020;09:33:04;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33283;03-11-2020;09:33:04;41;-;Trovan Unique;0007A34978;-;00000000;00000000;-;""
33284;03-11-2020;09:33:05;12;-;Trovan Unique;0007DF9183;-;00000000;00000000;-;""
33285;03-11-2020;09:33:05;12;-;Trovan Unique;0007DF9183;-;00000000;00000000;-;""
33286;03-11-2020;09:33:05;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33287;03-11-2020;09:33:05;12;-;Trovan Unique;0007E0AB94;-;00000000;00000000;-;""
33288;03-11-2020;09:33:05;42;-;Trovan Unique;0007D42162;-;00000000;00000000;-;""
33289;03-11-2020;09:33:05;41;-;Trovan Unique;0007E50321;-;00000000;00000000;-;""
33290;03-11-2020;09:33:05;12;-;Trovan Unique;0007E0AB94;-;00000000;00000000;-;""
33291;03-11-2020;09:33:05;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33292;03-11-2020;09:33:06;12;-;Trovan Unique;0007E0AB94;-;00000000;00000000;-;""
33293;03-11-2020;09:33:06;41;-;Trovan Unique;0007E50321;-;00000000;00000000;-;""
33294;03-11-2020;09:33:06;12;-;Trovan Unique;0007E0AB94;-;00000000;00000000;-;""
33295;03-11-2020;09:33:06;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33296;03-11-2020;09:33:06;12;-;Trovan Unique;0007E0AB94;-;00000000;00000000;-;""
33297;03-11-2020;09:33:06;42;-;Trovan Unique;0007DF9266;-;00000000;00000000;-;""
33298;03-11-2020;09:33:06;12;-;Trovan Unique;0007E0AB94;-;00000000;00000000;-;""
33299;03-11-2020;09:33:06;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33300;03-11-2020;09:33:07;12;-;Trovan Unique;0007E0AB94;-;00000000;00000000;-;""
33301;03-11-2020;09:33:07;41;-;Trovan Unique;0007A34978;-;00000000;00000000;-;""
33302;03-11-2020;09:33:07;12;-;Trovan Unique;0007E0AB94;-;00000000;00000000;-;""
33303;03-11-2020;09:33:07;12;-;Trovan Unique;0007DF9183;-;00000000;00000000;-;""
33304;03-11-2020;09:33:07;41;-;Trovan Unique;0007A34978;-;00000000;00000000;-;""
33305;03-11-2020;09:33:08;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33306;03-11-2020;09:33:08;41;-;Trovan Unique;0007E03BEF;-;00000000;00000000;-;""
33307;03-11-2020;09:33:08;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33308;03-11-2020;09:33:09;41;-;Trovan Unique;0007E03BEF;-;00000000;00000000;-;""
33309;03-11-2020;09:33:09;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33310;03-11-2020;09:33:09;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33311;03-11-2020;09:33:09;41;-;Trovan Unique;0007E03BEF;-;00000000;00000000;-;""
33312;03-11-2020;09:33:09;11;-;Trovan Unique;0007A02DCA;-;00000000;00000000;-;""
33313;03-11-2020;09:33:10;11;-;Trovan Unique;0007A02DCA;-;00000000;00000000;-;""
33314;03-11-2020;09:33:10;11;-;Trovan Unique;0007A02DCA;-;00000000;00000000;-;""
33315;03-11-2020;09:33:10;41;-;Trovan Unique;0007E03BEF;-;00000000;00000000;-;""
33316;03-11-2020;09:33:10;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33317;03-11-2020;09:33:10;11;-;Trovan Unique;0007A02DCA;-;00000000;00000000;-;""
